City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,sitka,57.0531,-135.33,16.94,72,40,3.09,US,2024-06-27
289,hovd,48.0056,91.6419,19.5,53,100,0.77,MN,2024-06-27
290,middlebury (village),44.0153,-73.1673,20.56,51,73,6.59,US,2024-06-27
291,natal,-5.795,-35.2094,25.36,83,20,4.12,BR,2024-06-27
292,rakops,-21.0167,24.3333,15.15,70,100,6.53,BW,2024-06-27
293,puerto colombia,10.9878,-74.9547,27.05,68,59,3.82,CO,2024-06-27
294,bereznik,62.8551,42.7072,13.51,80,79,1.54,RU,2024-06-27
295,bukoba,-1.3317,31.8122,20.43,65,44,2.73,TZ,2024-06-27
296,kirensk,57.7853,108.1119,16.96,60,61,1.16,RU,2024-06-27
297,anadyr,64.75,177.4833,13.28,88,75,5.0,RU,2024-06-27
298,college,64.8569,-147.8028,27.99,31,75,2.57,US,2024-06-27
299,miquelon,47.0975,-56.3814,14.0,99,80,12.24,PM,2024-06-27
300,juruti,-2.1522,-56.0922,28.28,69,67,0.53,BR,2024-06-27
301,slyudyanka,51.6594,103.7061,14.33,95,87,2.62,RU,2024-06-27
302,luwuk,-0.9516,122.7875,22.2,88,50,1.75,ID,2024-06-27
303,newman,37.3138,-121.0208,32.13,9,0,1.07,US,2024-06-27
304,hotan,37.0997,79.9269,28.59,19,50,3.94,CN,2024-06-27
305,alice springs,-23.7,133.8833,4.75,81,0,1.54,AU,2024-06-27
306,munkebo,55.4618,10.5558,18.35,98,100,3.06,DK,2024-06-27
307,akureyri,65.6835,-18.0878,7.96,81,75,7.2,IS,2024-06-27
308,kununurra,-15.7667,128.7333,15.99,88,17,0.51,AU,2024-06-27
309,oamaru,-45.0784,170.9801,5.46,75,81,2.95,NZ,2024-06-27
310,huaihua,27.5494,109.9592,23.6,92,100,3.28,CN,2024-06-27
311,fort bragg,35.139,-79.006,31.01,57,75,2.06,US,2024-06-27
312,conduaga,8.862,117.4893,25.19,91,94,1.66,PH,2024-06-27
313,ghadamis,30.1337,9.5007,36.1,13,0,5.15,LY,2024-06-27
314,port lincoln,-34.7333,135.8667,14.69,50,100,9.01,AU,2024-06-27
315,kulhudhuffushi,6.6221,73.07,28.32,80,100,7.49,MV,2024-06-27
316,beloyarskiy,63.7119,66.6722,8.88,93,100,2.97,RU,2024-06-27
317,palmer,42.1584,-72.3287,27.34,48,75,7.2,US,2024-06-27
318,nigde,37.8333,34.75,16.0,38,0,3.24,TR,2024-06-27
319,labrador city,52.9463,-66.9114,9.95,61,100,2.57,CA,2024-06-27
320,sitangkai,4.6628,119.3928,28.96,74,100,4.74,PH,2024-06-27
321,brookings,44.3114,-96.7984,19.0,95,100,6.69,US,2024-06-27
322,faya-largeau,17.9257,19.1043,34.04,8,74,5.02,TD,2024-06-27
323,qui nhon,13.7667,109.2333,25.34,90,100,1.56,VN,2024-06-27
324,hamilton,39.1834,-84.5333,29.97,47,100,1.34,US,2024-06-27
325,cherepovets,59.1333,37.9,17.7,66,69,2.65,RU,2024-06-27
326,kiama,-34.6833,150.8667,10.32,74,9,0.89,AU,2024-06-27
327,emsdetten,52.1833,7.5333,21.93,90,14,3.05,DE,2024-06-27
328,inhambane,-23.865,35.3833,20.1,75,34,4.48,MZ,2024-06-27
329,goure,13.9835,10.2704,34.83,32,2,2.36,NE,2024-06-27
330,antsiranana,-12.2787,49.2917,22.61,72,11,8.86,MG,2024-06-27
331,amga,60.8953,131.9608,8.93,76,97,2.49,RU,2024-06-27
332,uttarkashi,30.7333,78.45,19.69,88,96,1.73,IN,2024-06-27
333,nemuro,43.3236,145.575,14.01,90,82,3.89,JP,2024-06-27
334,punta arenas,-53.15,-70.9167,-0.94,93,100,1.54,CL,2024-06-27
335,paita,-5.0892,-81.1144,19.85,81,80,7.27,PE,2024-06-27
336,chepo,9.1667,-79.1,28.76,88,86,7.12,PA,2024-06-27
337,poltavka,54.3663,71.7632,18.83,65,78,3.57,RU,2024-06-27
338,howard springs,-12.497,131.047,24.95,93,87,2.31,AU,2024-06-27
339,hammerfest,70.6634,23.6821,9.25,76,9,2.06,NO,2024-06-27
340,port alfred,-33.5906,26.891,17.26,80,0,5.31,ZA,2024-06-27
341,shalqar,47.8333,59.6,17.05,78,32,7.93,KZ,2024-06-27
342,port douglas,-16.4833,145.4667,23.85,91,91,4.4,AU,2024-06-27
343,rio grande,-32.035,-52.0986,14.06,82,57,5.23,BR,2024-06-27
344,mwene-ditu,-7.0,23.45,18.03,42,16,2.32,CD,2024-06-27
345,uray,60.1247,64.7758,11.42,96,19,2.88,RU,2024-06-27
346,sosnovoborsk,56.1325,93.3589,17.73,79,1,0.65,RU,2024-06-27
347,mora,11.0461,14.1401,27.32,60,100,3.02,CM,2024-06-27
348,misratah,32.3754,15.0925,26.58,58,0,3.21,LY,2024-06-27
349,san miguel,13.4833,-88.1833,31.81,62,40,1.54,SV,2024-06-27
350,nova sintra,14.8667,-24.7167,23.35,81,0,9.92,CV,2024-06-27
351,raduzhny,62.0961,77.475,15.96,96,100,3.36,RU,2024-06-27
352,pontes e lacerda,-15.2261,-59.3353,26.75,39,29,1.05,BR,2024-06-27
353,farsan,32.2569,50.561,22.02,29,28,2.45,IR,2024-06-27
354,saint-denis,48.9167,2.3333,22.27,65,0,4.12,FR,2024-06-27
355,luderitz,-26.6481,15.1594,21.15,36,3,2.47,NA,2024-06-27
356,cao bang,22.6667,106.25,23.68,100,100,1.29,VN,2024-06-27
357,waddan,29.1614,16.139,29.64,24,0,3.47,LY,2024-06-27
358,conde,-7.2597,-34.9075,24.7,88,0,3.6,BR,2024-06-27
359,emerald,-23.5333,148.1667,17.66,94,100,2.12,AU,2024-06-27
360,falmouth,50.1544,-5.0711,14.5,77,75,6.17,GB,2024-06-27
361,huayin,34.5675,110.0921,23.67,56,46,3.5,CN,2024-06-27
362,enewetak,11.3474,162.3373,28.26,78,89,7.26,MH,2024-06-27
363,franklin,39.9667,-83.0166,27.91,48,40,3.6,US,2024-06-27
364,vangaindrano,-23.35,47.6,16.71,74,24,0.57,MG,2024-06-27
365,kingscliff,-28.2667,153.5667,15.89,94,40,3.6,AU,2024-06-27
366,broken hill,-31.95,141.4333,9.01,54,0,4.57,AU,2024-06-27
367,chackbay,29.8835,-90.7973,34.44,70,38,1.34,US,2024-06-27
368,kladow,52.4603,13.1401,22.7,85,100,2.21,DE,2024-06-27
369,bac lieu,9.285,105.7244,27.48,81,100,1.27,VN,2024-06-27
370,harper,4.375,-7.7169,24.92,84,89,4.5,LR,2024-06-27
371,karwar,14.8,74.1333,27.43,86,100,7.93,IN,2024-06-27
372,cestos city,5.46,-9.5828,25.59,84,100,5.82,LR,2024-06-27
373,estevan,49.1334,-102.9842,17.19,88,100,6.69,CA,2024-06-27
374,ulsteinvik,62.3432,5.8487,17.77,78,98,1.34,NO,2024-06-27
375,garhi khairo,28.0606,67.9803,38.37,35,99,3.01,PK,2024-06-27
376,aban,56.67,96.06,18.38,69,12,1.92,RU,2024-06-27
377,san juan,-31.5375,-68.5364,16.09,18,100,1.59,AR,2024-06-27
378,kirakira,-10.4544,161.9205,27.7,76,100,5.24,SB,2024-06-27
379,maraba,-5.3686,-49.1178,32.1,51,20,1.54,BR,2024-06-27
380,kristiansund,63.1115,7.732,18.03,68,86,1.53,NO,2024-06-27
381,mata-utu,-13.2816,-176.1745,27.97,81,48,8.53,WF,2024-06-27
382,caleta de carquin,-11.0925,-77.6267,19.22,78,25,3.58,PE,2024-06-27
383,puerto deseado,-47.7503,-65.8938,1.86,68,94,8.48,AR,2024-06-27
384,keflavik,64.0049,-22.5624,12.95,87,40,10.8,IS,2024-06-27
385,bamboo flat,11.7,92.7167,26.05,100,75,1.03,IN,2024-06-27
386,antofagasta,-23.65,-70.4,14.6,82,100,1.91,CL,2024-06-27
387,shakawe,-18.3667,21.85,12.33,53,3,2.39,BW,2024-06-27
388,bumba,2.1833,22.4667,23.21,84,43,0.75,CD,2024-06-27
389,primero de mayo,-32.2552,-58.4228,13.64,81,56,3.73,AR,2024-06-27
390,boa vista,2.8197,-60.6733,30.99,55,40,2.06,BR,2024-06-27
391,priargunsk,50.3691,119.1012,16.82,86,100,2.4,RU,2024-06-27
392,atar,20.5169,-13.0499,35.6,15,3,5.47,MR,2024-06-27
393,floro,61.5996,5.0328,18.98,72,100,4.63,NO,2024-06-27
394,rouissat,31.9243,5.3502,44.04,9,40,2.06,DZ,2024-06-27
395,alaghsas,17.0187,8.0168,33.91,11,2,2.95,NE,2024-06-27
396,nazarovo,56.0064,90.3914,17.58,81,0,1.31,RU,2024-06-27
397,goba,7.0167,39.9833,9.88,84,91,2.63,ET,2024-06-27
398,l'govskiy,51.6307,35.2775,19.22,59,100,1.89,RU,2024-06-27
399,fonte boa,-2.4959,-66.2662,27.2,74,100,1.05,BR,2024-06-27
400,raja,8.4596,25.678,22.51,85,100,1.79,SS,2024-06-27
401,balykshi,47.0667,51.8667,20.0,68,40,4.0,KZ,2024-06-27
402,kinablangan,7.6947,126.5503,24.77,85,100,2.16,PH,2024-06-27
403,tahla,34.0485,-4.428,19.19,69,20,0.91,MA,2024-06-27
404,kavarna,43.4333,28.3333,18.6,96,0,2.47,BG,2024-06-27
405,howrah,22.5892,88.3103,28.0,94,40,1.54,IN,2024-06-27
406,leava,-14.3,-178.1667,27.21,81,98,8.56,WF,2024-06-27
407,south upi,6.8333,124.15,22.26,89,72,1.98,PH,2024-06-27
408,kavaratti,10.5669,72.642,27.23,86,100,7.26,IN,2024-06-27
409,grande prairie,55.1667,-118.8027,13.1,82,100,9.77,CA,2024-06-27
410,san carlos,9.6612,-68.5827,28.65,80,43,1.47,VE,2024-06-27
411,olyokminsk,60.3736,120.4264,15.31,74,91,1.77,RU,2024-06-27
412,prince rupert,54.3161,-130.3201,12.05,100,100,2.57,CA,2024-06-27
413,ayorou,14.7308,0.9174,31.71,33,100,3.91,NE,2024-06-27
414,fabens,31.5023,-106.1586,35.08,28,100,2.66,US,2024-06-27
415,vadso,70.0744,29.7487,12.49,76,0,3.09,NO,2024-06-27
416,monterrey,25.6667,-100.3167,32.54,61,20,3.97,MX,2024-06-27
417,murghob,38.1702,73.9667,10.4,56,85,1.4,TJ,2024-06-27
418,bengkulu,-3.8004,102.2655,24.22,91,20,1.51,ID,2024-06-27
419,luanda,-8.8368,13.2343,23.0,88,75,3.09,AO,2024-06-27
420,maputo,-25.9653,32.5892,19.82,83,40,1.54,MZ,2024-06-27
421,sabha,27.0377,14.4283,32.06,19,0,5.31,LY,2024-06-27
422,daru,-9.0763,143.2092,26.14,90,71,6.52,PG,2024-06-27
423,gouyave,12.1646,-61.7296,29.43,74,20,7.2,GD,2024-06-27
424,flin flon,54.7682,-101.865,24.91,29,75,3.6,CA,2024-06-27
425,dahlonega,34.5326,-83.9849,30.06,70,68,1.16,US,2024-06-27
426,ad dabbah,18.05,30.95,34.16,10,100,3.81,SD,2024-06-27
427,santa eularia des riu,38.9846,1.5341,24.61,86,75,5.66,ES,2024-06-27
428,markovo,57.3206,107.0881,16.39,60,54,1.81,RU,2024-06-27
429,prince albert,53.2001,-105.7677,19.97,60,100,2.06,CA,2024-06-27
430,marka,1.7159,44.7717,24.67,86,36,8.74,SO,2024-06-27
431,zheleznogorsk,52.331,35.3711,17.64,68,83,2.43,RU,2024-06-27
432,vilyuchinsk,52.9306,158.4028,14.15,78,55,1.63,RU,2024-06-27
433,shumikha,55.2261,63.2961,12.8,95,100,3.29,RU,2024-06-27
434,wangqing,43.3218,129.7634,20.17,75,35,0.3,CN,2024-06-27
435,foley,30.4066,-87.6836,32.79,75,20,6.69,US,2024-06-27
436,divnomorskoye,44.5011,38.1353,18.45,64,0,3.14,RU,2024-06-27
437,kiffa,16.6166,-11.4045,40.36,13,22,1.03,MR,2024-06-27
438,touba,8.2833,-7.6833,22.03,96,98,1.19,CI,2024-06-27
439,nema,57.5067,50.5011,8.76,97,58,2.6,RU,2024-06-27
440,longmen,24.9597,118.0889,28.34,92,43,1.35,CN,2024-06-27
441,lazaro cardenas,17.9583,-102.2,28.83,67,17,5.6,MX,2024-06-27
442,saint-philippe,-21.3585,55.7679,19.77,77,93,5.14,RE,2024-06-27
443,dryden,49.7833,-92.7503,21.16,32,40,4.12,CA,2024-06-27
444,sokcho,38.2083,128.5911,22.34,68,36,2.57,KR,2024-06-27
445,tommot,58.9564,126.2925,12.64,80,32,2.18,RU,2024-06-27
446,paracuru,-3.41,-39.0306,26.12,80,28,5.91,BR,2024-06-27
447,hithadhoo,-0.6,73.0833,28.35,74,84,1.3,MV,2024-06-27
448,carnarvon,-24.8667,113.6333,19.26,65,16,10.54,AU,2024-06-27
449,carbonear,47.7332,-53.2148,18.89,84,99,7.69,CA,2024-06-27
450,zhezqazghan,47.7833,67.7667,29.39,23,100,5.85,KZ,2024-06-27
451,south hedland,-20.4089,118.5983,23.96,78,100,4.12,AU,2024-06-27
452,sukhobezvodnoye,57.0491,44.8891,11.66,97,44,2.3,RU,2024-06-27
453,vikulovo,56.8167,70.6107,15.95,91,100,2.22,RU,2024-06-27
454,khvoynaya,58.9,34.5333,17.34,73,8,1.61,RU,2024-06-27
455,bardsir,29.9227,56.5743,25.08,22,50,3.69,IR,2024-06-27
456,mountain home,43.133,-115.6912,23.9,24,28,6.26,US,2024-06-27
457,sola,-13.8833,167.55,26.58,78,80,9.03,VU,2024-06-27
458,chibougamau,49.9168,-74.3659,10.79,76,100,5.14,CA,2024-06-27
459,aoulef,26.9667,1.0833,40.04,8,18,6.38,DZ,2024-06-27
460,taitung city,22.7583,121.1444,28.2,81,42,3.07,TW,2024-06-27
461,calabozo,8.9242,-67.4293,28.5,81,86,0.64,VE,2024-06-27
462,lepsy,46.235,78.9456,27.08,31,4,3.69,KZ,2024-06-27
463,mutsu,41.2894,141.2169,21.2,59,0,3.41,JP,2024-06-27
464,praia da vitoria,38.7333,-27.0667,22.64,83,40,3.75,PT,2024-06-27
465,bang saphan,11.2126,99.5117,24.88,89,57,1.4,TH,2024-06-27
466,puerto ayacucho,5.6639,-67.6236,27.33,84,91,2.02,VE,2024-06-27
467,narvik,68.4384,17.4272,11.81,71,53,1.06,NO,2024-06-27
468,grootfontein,-19.5667,18.1167,5.76,65,15,0.0,NA,2024-06-27
469,sergeyevka,53.88,67.4158,16.91,95,89,2.89,KZ,2024-06-27
470,al masallamiyya,14.5748,33.3373,32.36,40,96,9.4,SD,2024-06-27
471,happy valley-goose bay,53.3168,-60.3315,8.17,87,100,7.2,CA,2024-06-27
472,muisne,0.6,-80.0333,25.7,79,78,3.74,EC,2024-06-27
473,jumla,29.2747,82.1838,14.71,90,80,0.87,NP,2024-06-27
474,tura,25.5198,90.2201,24.52,97,100,3.34,IN,2024-06-27
475,puttalam,8.0362,79.8283,27.13,85,99,8.68,LK,2024-06-27
476,khandyga,62.6667,135.6,10.66,55,96,1.4,RU,2024-06-27
477,sinabang,2.4803,96.3801,26.59,81,99,1.03,ID,2024-06-27
478,tannum sands,-23.9504,151.3693,16.94,100,75,2.06,AU,2024-06-27
479,sanctuary point,-35.1114,150.629,10.18,76,1,2.09,AU,2024-06-27
480,itacoatiara,-3.1431,-58.4442,28.05,71,65,0.82,BR,2024-06-27
481,valdivia,-39.8142,-73.2459,10.05,85,5,1.33,CL,2024-06-27
482,salahonda,2.1019,-78.7217,26.42,80,96,5.33,CO,2024-06-27
483,dunedin,-45.8742,170.5036,7.67,73,96,3.13,NZ,2024-06-27
484,toguchin,55.2353,84.3858,19.01,84,2,0.43,RU,2024-06-27
485,al jawf,29.5,38.75,30.62,16,0,4.27,SA,2024-06-27
486,tazacorte,28.629,-17.9293,20.54,87,20,5.66,ES,2024-06-27
487,ingeniero jacobacci,-41.3427,-69.5448,2.64,55,23,7.78,AR,2024-06-27
488,kutum,14.2,24.6667,28.47,28,89,0.82,SD,2024-06-27
489,ugoofaaru,5.6667,73.0,28.42,79,99,6.57,MV,2024-06-27
490,laojunmiao,39.8333,97.7333,19.75,37,66,2.5,CN,2024-06-27
491,olinda,-8.0089,-34.8553,26.85,74,40,4.63,BR,2024-06-27
492,viqueque,-8.8673,126.3658,24.22,91,96,0.44,TL,2024-06-27
493,jolo,6.05,121.0167,25.21,94,59,1.99,PH,2024-06-27
494,san-pedro,4.7485,-6.6363,24.94,89,90,4.16,CI,2024-06-27
495,whitefish,48.4111,-114.3376,16.86,61,0,8.23,US,2024-06-27
496,pakokku,21.3333,95.1,27.74,76,99,8.2,MM,2024-06-27
497,dar chioukh,34.8964,3.4854,31.21,11,1,4.97,DZ,2024-06-27
498,clarence town,-32.5833,151.7833,8.23,76,2,0.85,AU,2024-06-27
499,pama,11.2497,0.7075,29.72,58,72,2.07,BF,2024-06-27
500,nova vicosa,-17.8919,-39.3719,23.29,84,8,4.07,BR,2024-06-27
501,kandalaksha,67.162,32.4123,9.05,92,22,1.78,RU,2024-06-27
502,zeya,53.75,127.2667,20.45,42,44,2.85,RU,2024-06-27
503,singaraja,-8.112,115.0882,25.52,82,63,1.51,ID,2024-06-27
504,lichinga,-13.3128,35.2406,14.96,66,100,2.78,MZ,2024-06-27
505,berwick-upon-tweed,55.7833,-2.0,14.13,81,93,11.08,GB,2024-06-27
506,nar'yan-mar,67.6713,53.087,4.5,87,69,3.48,RU,2024-06-27
507,le lavandou,43.137,6.366,22.4,87,0,1.54,FR,2024-06-27
508,san pedro,14.35,121.0167,28.57,84,40,1.79,PH,2024-06-27
509,san julian,21.0167,-102.1667,27.86,29,60,3.6,MX,2024-06-27
510,saint-pierre,-21.3393,55.4781,19.82,60,100,2.57,RE,2024-06-27
511,hammond,41.5834,-87.5,23.92,62,0,4.63,US,2024-06-27
512,igarka,67.4667,86.5833,16.06,95,72,6.05,RU,2024-06-27
513,dalandzadgad,43.5708,104.425,16.53,61,100,4.23,MN,2024-06-27
514,nola,40.922,14.5329,23.0,82,0,0.9,IT,2024-06-27
515,urbania,43.6697,12.5201,23.91,84,0,3.2,IT,2024-06-27
516,muroto-misakicho,33.2833,134.15,24.41,94,100,11.63,JP,2024-06-27
517,menongue,-14.6585,17.691,11.59,51,0,2.55,AO,2024-06-27
518,turpan,42.9333,89.1667,37.5,15,82,4.08,CN,2024-06-27
519,ailuk,10.2197,169.9797,28.07,78,12,7.5,MH,2024-06-27
520,holualoa,19.6228,-155.9522,25.91,80,40,6.17,US,2024-06-27
521,kawm umbu,24.4767,32.9463,32.8,12,4,4.59,EG,2024-06-27
522,yeniseysk,58.4497,92.1703,17.99,78,1,1.14,RU,2024-06-27
523,tynda,55.1667,124.7167,14.83,64,70,1.26,RU,2024-06-27
524,ruidoso,33.3317,-105.673,29.58,39,84,2.72,US,2024-06-27
525,port saint john's,-31.6229,29.5448,16.78,80,0,2.38,ZA,2024-06-27
526,nha trang,12.25,109.1833,28.0,90,100,1.44,VN,2024-06-27
527,igrim,63.1906,64.4162,8.95,94,100,3.4,RU,2024-06-27
528,ariquemes,-9.9133,-63.0408,28.24,42,14,1.01,BR,2024-06-27
529,margate,51.3813,1.3862,16.5,76,25,0.45,GB,2024-06-27
530,mucumpiz,8.4167,-71.1333,17.3,89,76,1.53,VE,2024-06-27
531,moyynkum,44.2914,72.9469,29.63,24,42,4.38,KZ,2024-06-27
532,illizi,26.4833,8.4667,34.89,12,0,4.57,DZ,2024-06-27
533,saudarkrokur,65.7461,-19.6394,6.19,93,84,6.99,IS,2024-06-27
534,saipan,15.1355,145.701,28.39,83,40,5.14,MP,2024-06-27
535,usogorsk,63.4106,48.6872,8.46,91,65,1.9,RU,2024-06-27
536,monrovia,6.3005,-10.7969,25.87,87,100,5.39,LR,2024-06-27
537,revda,56.801,59.9303,8.71,96,62,1.15,RU,2024-06-27
538,nouadhibou,20.931,-17.0347,21.99,68,0,6.69,MR,2024-06-27
539,saldanha,-33.0117,17.9442,17.03,44,0,4.93,ZA,2024-06-27
540,clyde,41.3042,-82.9752,23.84,60,75,3.39,US,2024-06-27
541,macau,22.2006,113.5461,28.89,89,40,3.6,MO,2024-06-27
542,trincomalee,8.5711,81.2335,27.3,79,100,9.41,LK,2024-06-27
543,kangding,30.0513,101.9603,14.33,94,100,3.2,CN,2024-06-27
544,koh kong,11.6175,102.9806,25.91,84,93,1.45,KH,2024-06-27
545,orhaneli,39.9033,28.9906,20.12,72,0,1.31,TR,2024-06-27
546,hami,42.8,93.45,29.8,21,100,5.3,CN,2024-06-27
547,mossel bay,-34.1831,22.146,17.96,57,0,1.21,ZA,2024-06-27
548,necochea,-38.5473,-58.7368,9.29,77,91,6.52,AR,2024-06-27
549,el porvenir,13.7617,-87.3458,30.63,94,76,2.49,HN,2024-06-27
550,alofi,-19.0595,-169.9187,23.94,88,75,2.06,NU,2024-06-27
551,ulladulla,-35.35,150.4667,8.61,73,4,1.78,AU,2024-06-27
552,tabas,33.5959,56.9244,36.12,16,13,2.06,IR,2024-06-27
553,novyy urengoy,66.0833,76.6333,16.48,80,86,4.03,RU,2024-06-27
554,altai,46.3722,96.2583,12.35,63,85,2.26,MN,2024-06-27
555,quellon,-43.1167,-73.6167,7.74,78,81,7.67,CL,2024-06-27
556,mugia,43.1041,-9.2179,19.53,86,1,11.52,ES,2024-06-27
557,fisterra,42.9049,-9.2629,19.45,81,2,11.09,ES,2024-06-27
558,mahanje,-9.9333,35.3333,15.78,76,58,0.8,TZ,2024-06-27
559,la mira,18.035,-102.3266,29.05,65,24,5.42,MX,2024-06-27
560,maragogi,-9.0122,-35.2225,23.9,83,10,2.12,BR,2024-06-27
561,amahai,-3.3333,128.9167,24.87,90,87,1.69,ID,2024-06-27
562,murzuq,25.9155,13.9184,32.34,18,0,6.64,LY,2024-06-27
563,nogliki,51.8333,143.1667,16.65,85,100,4.85,RU,2024-06-27
564,caiaponia,-16.9567,-51.8103,21.8,41,27,1.35,BR,2024-06-27
565,tafuna,-14.3358,-170.72,27.97,89,100,5.14,AS,2024-06-27
566,cill airne,52.05,-9.5167,11.22,87,83,5.42,IE,2024-06-27
567,katsuren-haebaru,26.3369,127.8719,28.94,88,0,2.06,JP,2024-06-27
568,sambava,-14.2667,50.1667,22.88,75,93,8.12,MG,2024-06-27
569,san antonio de pale,-1.4014,5.6325,23.76,91,37,3.94,GQ,2024-06-27
570,birmitrapur,22.4,84.7667,27.9,77,55,1.77,IN,2024-06-27
571,villa gesell,-37.2639,-56.973,9.47,81,100,6.9,AR,2024-06-27
572,bowling green,36.9903,-86.4436,30.96,45,20,4.12,US,2024-06-27
573,korla,41.7597,86.1469,29.52,25,51,5.46,CN,2024-06-27
574,inirida,3.8653,-67.9239,24.36,96,100,0.51,CO,2024-06-27
575,twon-brass,4.3151,6.2418,26.5,84,96,5.2,NG,2024-06-27
576,chonchi,-42.6128,-73.8092,6.56,83,61,3.25,CL,2024-06-27
577,regina,50.4501,-104.6178,17.99,81,100,9.77,CA,2024-06-27
578,rethymno,35.3647,24.4714,26.22,42,0,2.2,GR,2024-06-27
